CustomerID,Age,Gender,Marital_Status,Education,Employment_Type,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Income_Loan_Ratio,Loan_Status
2609,46,Male,Single,Not Graduate,Self-Employed,12955,6455,455.0,300,1.0,Semiurban,0.4265934065934066,N
2610,38,Female,,Graduate,Self-Employed,11235,6452,448.0,300,1.0,Rural,0.39479910714285715,Y
2611,34,Male,Single,Graduate,Self-Employed,4335,774,428.0,180,1.0,Urban,0.11936915887850467,N
2612,49,Female,Single,Not Graduate,Self-Employed,4238,7264,154.0,240,1.0,Semiurban,0.7468831168831169,Y
2613,32,Female,Married,Not Graduate,Salaried,11049,3012,233.0,120,0.0,Rural,0.6034763948497854,N
2614,56,Male,Married,Graduate,Self-Employed,5634,5232,379.0,300,1.0,Rural,0.2867018469656992,Y
2615,55,Male,Single,Graduate,Self-Employed,11008,6107,197.0,300,1.0,Semiurban,0.8687817258883249,Y
2616,32,Male,Married,Graduate,Salaried,8333,7804,154.0,360,1.0,Semiurban,1.0478571428571428,Y
2617,27,Male,Married,Not Graduate,Salaried,9853,2503,96.0,180,1.0,Semiurban,1.2870833333333334,Y
2618,49,Male,Single,Graduate,Self-Employed,3409,1486,136.0,360,1.0,Urban,0.3599264705882353,Y
2619,31,Male,Married,Not Graduate,Salaried,10819,4019,358.0,300,1.0,Urban,0.4144692737430168,Y
2620,53,Female,Married,Graduate,Self-Employed,13562,4227,486.0,300,1.0,Rural,0.36602880658436215,Y
2621,26,Female,Married,Not Graduate,Salaried,11350,929,178.0,360,1.0,Rural,0.6898314606741573,Y
2622,35,,Married,Not Graduate,Salaried,12817,3012,307.0,300,0.0,Semiurban,0.5156026058631922,N
2623,52,Female,Married,Not Graduate,Self-Employed,3463,5024,,240,1.0,Rural,0.233801652892562,Y
2624,31,Male,Married,Graduate,Salaried,6653,6264,196.0,120,1.0,Rural,0.659030612244898,N
2625,43,Female,Married,Graduate,Self-Employed,11981,5316,495.0,120,1.0,Semiurban,0.34943434343434343,Y
2626,46,Female,Married,Graduate,Salaried,2466,7973,121.0,120,1.0,Urban,0.8627272727272727,N
2627,54,Male,Single,Not Graduate,Salaried,2389,1505,189.0,240,1.0,Urban,0.20603174603174604,Y
2628,54,Male,Single,Not Graduate,Salaried,4561,4729,459.0,300,0.0,Urban,0.20239651416122004,N
2629,49,Male,Married,Graduate,Salaried,7961,7961,76.0,360,0.0,Rural,2.095,N
2630,24,Female,Married,Not Graduate,Salaried,7666,2944,78.0,180,1.0,Semiurban,1.3602564102564103,Y
2631,37,Male,Single,Not Graduate,Self-Employed,13321,2819,320.0,300,1.0,Urban,0.504375,Y
2632,55,Female,Married,Not Graduate,Salaried,8467,5158,223.0,240,1.0,Rural,0.6109865470852018,Y
2633,33,Male,Married,Graduate,Self-Employed,12881,6709,302.0,240,1.0,Semiurban,0.6486754966887417,Y
2634,61,Female,Single,Not Graduate,Salaried,12440,6655,434.0,120,1.0,Urban,0.43997695852534563,N
2635,59,Female,Single,Graduate,Self-Employed,11358,7641,109.0,300,1.0,Urban,1.74302752293578,Y
2636,35,,Single,Graduate,Salaried,12758,1184,156.0,120,1.0,Semiurban,0.8937179487179487,Y
2637,49,Female,Married,Graduate,Self-Employed,9601,288,269.0,180,1.0,Rural,0.3676208178438662,N
2638,49,Female,Married,Graduate,Self-Employed,8879,6343,490.0,120,1.0,Rural,0.31065306122448977,N
2639,31,Male,Single,Graduate,Salaried,11133,1811,308.0,180,1.0,Urban,0.4202597402597403,N
2640,52,Female,Single,Not Graduate,Salaried,8780,527,420.0,240,1.0,Semiurban,0.2215952380952381,N
2641,22,Male,Married,Graduate,Salaried,2567,916,195.0,120,0.0,Rural,0.17861538461538462,N
2642,34,Male,Single,Graduate,Self-Employed,5723,1708,101.0,120,1.0,Semiurban,0.7357425742574257,Y
2643,40,Male,Married,Graduate,Self-Employed,12615,3574,109.0,360,0.0,Semiurban,1.4852293577981652,N
2644,42,Male,Married,Not Graduate,Salaried,13945,3319,,240,0.0,Urban,2.08,Y
2645,31,Female,Single,Not Graduate,Salaried,13548,1406,145.0,360,0.0,Semiurban,1.0313103448275862,Y
2646,47,Female,Single,Not Graduate,Self-Employed,10518,1241,138.0,180,1.0,Semiurban,0.8521014492753624,Y
2647,23,Female,Married,Not Graduate,Self-Employed,6107,5206,365.0,180,1.0,Semiurban,0.30994520547945204,Y
2648,37,Male,Single,Graduate,Salaried,5485,7249,459.0,240,1.0,Rural,0.27742919389978216,N
2649,64,Female,Single,Graduate,Self-Employed,11784,3133,280.0,180,1.0,Urban,0.53275,Y
2650,48,Female,Single,Not Graduate,Salaried,4679,798,324.0,240,1.0,Urban,0.1690432098765432,N
2651,49,Male,Single,Not Graduate,Salaried,6038,1523,295.0,180,1.0,Semiurban,0.2563050847457627,Y
2652,41,Male,Married,Not Graduate,Salaried,13593,7209,160.0,300,,Semiurban,1.300125,Y
2653,36,Female,Married,Not Graduate,Self-Employed,3862,4107,283.0,120,1.0,Rural,0.28159010600706713,Y
2654,57,Male,Married,Graduate,Self-Employed,3724,4928,327.0,300,1.0,Urban,0.26458715596330273,Y
2655,40,Male,Married,Not Graduate,Self-Employed,7871,7913,,240,1.0,Rural,0.3387124463519313,N
2656,26,,Single,Not Graduate,Self-Employed,3226,2888,215.0,240,1.0,Urban,0.28437209302325583,N
2657,39,Male,Single,Not Graduate,Salaried,11698,2690,177.0,300,1.0,Rural,0.8128813559322033,Y
2658,25,Female,Married,Not Graduate,Self-Employed,7291,4091,286.0,120,1.0,Semiurban,0.39797202797202796,N
2659,23,Male,Married,Not Graduate,Salaried,9573,7282,340.0,120,1.0,Rural,0.49573529411764705,Y
2660,21,Male,Single,Not Graduate,Salaried,9958,1241,156.0,360,1.0,Semiurban,0.7178846153846153,N
2661,58,Male,Married,Not Graduate,Salaried,8513,5768,177.0,180,1.0,Urban,0.8068361581920904,Y
2662,35,Male,Married,Graduate,Self-Employed,2337,6249,244.0,360,1.0,Urban,0.35188524590163933,N
2663,54,Male,Single,Graduate,Salaried,6084,690,388.0,120,,Semiurban,0.1745876288659794,Y
2664,55,Male,,Graduate,Salaried,14489,527,443.0,300,1.0,Urban,0.33896162528216706,Y
2665,45,Male,Single,Graduate,Self-Employed,2186,1495,192.0,180,0.0,Rural,0.19171875,N
2666,44,Male,Single,Graduate,Salaried,13053,3825,444.0,300,1.0,Semiurban,0.38013513513513514,N
2667,32,Female,Married,Graduate,Self-Employed,14783,2893,,360,1.0,Urban,1.10475,Y
2668,38,Male,Single,Not Graduate,Self-Employed,1856,892,139.0,240,1.0,Rural,0.1976978417266187,Y
2669,35,Female,Married,Not Graduate,Self-Employed,13507,386,,300,1.0,Rural,0.4631,Y
2670,64,Male,Single,Graduate,Salaried,10563,1249,329.0,360,1.0,Urban,0.3590273556231003,N
2671,36,Male,Married,Not Graduate,Self-Employed,11665,2528,382.0,360,1.0,Urban,0.37154450261780103,Y
2672,47,Male,Married,Graduate,Self-Employed,6147,5873,273.0,360,1.0,Rural,0.4402930402930403,N
2673,28,Male,Married,Not Graduate,Self-Employed,11502,4503,150.0,240,1.0,Semiurban,1.067,Y
2674,45,Female,Single,Not Graduate,Self-Employed,5918,3528,181.0,240,1.0,Urban,0.5218784530386741,Y
2675,37,Male,Single,Not Graduate,Salaried,12333,5772,62.0,240,1.0,Urban,2.9201612903225804,Y
2676,49,Male,Married,Not Graduate,Self-Employed,11920,897,490.0,180,1.0,Semiurban,0.26157142857142857,N
2677,28,Female,Single,Not Graduate,Salaried,8142,710,147.0,240,1.0,Semiurban,0.6021768707482993,Y
2678,35,Female,Married,Not Graduate,Self-Employed,4891,3695,169.0,240,1.0,Urban,0.5080473372781065,N
2679,47,Male,Married,Graduate,Salaried,13870,2686,342.0,240,0.0,Semiurban,0.48409356725146196,N
2680,27,Female,Single,Graduate,Self-Employed,12042,7188,353.0,300,1.0,Rural,0.5447592067988668,Y
2681,23,Female,Married,Not Graduate,Salaried,5857,5778,248.0,240,1.0,Rural,0.46915322580645163,N
2682,49,Female,Single,Graduate,Self-Employed,6379,7768,50.0,180,0.0,Rural,2.8294,Y
2683,64,Male,Married,Not Graduate,Salaried,6819,6958,109.0,360,1.0,Urban,1.2639449541284404,Y
2684,44,,Single,Graduate,Salaried,14701,5013,299.0,300,,Semiurban,0.6593311036789298,N
2685,23,Male,Married,Not Graduate,Salaried,4239,6346,189.0,120,1.0,Rural,0.56005291005291,Y
2686,40,,Married,Graduate,Self-Employed,14731,4512,198.0,240,1.0,Semiurban,0.9718686868686869,Y
2687,35,Male,,Not Graduate,Salaried,12422,415,444.0,360,1.0,Rural,0.28912162162162164,Y
2688,45,Female,Married,Graduate,Salaried,11010,1471,93.0,360,0.0,Semiurban,1.3420430107526882,N
2689,50,,Married,Not Graduate,Salaried,11227,5631,420.0,300,1.0,Rural,0.4013809523809524,Y
2690,34,Male,Single,Graduate,Salaried,6284,4180,235.0,120,1.0,Rural,0.44527659574468087,Y
2691,27,Female,Married,Not Graduate,Self-Employed,12135,4262,157.0,180,1.0,Rural,1.0443949044585987,N
2692,37,Male,Single,Not Graduate,Salaried,11464,2431,93.0,360,,Rural,1.4940860215053764,Y
2693,64,Female,Married,Not Graduate,Salaried,12901,2515,127.0,360,,Rural,1.2138582677165355,Y
2694,40,Female,Single,Graduate,Salaried,14626,1095,275.0,360,1.0,Rural,0.5716727272727272,N
2695,56,Male,Married,Graduate,Self-Employed,2377,809,211.0,360,,Rural,0.1509952606635071,N
2696,29,Female,Married,Graduate,Salaried,4370,3044,330.0,300,1.0,Rural,0.22466666666666665,N
2697,58,Male,Married,Not Graduate,Salaried,12892,5640,302.0,120,1.0,Rural,0.6136423841059603,Y
2698,42,Male,Single,Graduate,Salaried,13836,5912,181.0,360,1.0,Semiurban,1.0910497237569061,Y
2699,22,Female,Single,Not Graduate,Salaried,13439,6616,497.0,180,1.0,Semiurban,0.4035211267605634,Y
2700,44,Male,Single,Graduate,Self-Employed,12528,992,421.0,180,1.0,Urban,0.32114014251781475,N
2701,28,Female,Single,Graduate,Salaried,1792,1281,424.0,240,1.0,Rural,0.07247641509433962,Y
2702,31,Male,Married,Graduate,Salaried,11343,4370,,360,1.0,Semiurban,0.8141450777202073,N
2703,33,Male,Married,Graduate,Self-Employed,14323,1773,315.0,360,,Semiurban,0.510984126984127,Y
2704,37,Male,Single,Not Graduate,Self-Employed,14098,7187,158.0,360,1.0,Semiurban,1.3471518987341773,Y
2705,28,Male,Single,Graduate,Self-Employed,10228,3561,243.0,360,1.0,Semiurban,0.5674485596707819,Y
2706,41,Male,Single,Graduate,Salaried,4186,3816,84.0,360,,Semiurban,0.9526190476190476,Y
2707,38,Female,Married,Not Graduate,Self-Employed,1733,6633,439.0,180,1.0,Semiurban,0.19056947608200456,Y
2708,50,Female,Single,Not Graduate,Salaried,12344,1756,324.0,120,1.0,Urban,0.4351851851851852,N
2709,38,Female,Single,Graduate,Self-Employed,3874,2373,236.0,120,0.0,Semiurban,0.26470338983050845,N
2710,51,Female,Married,Graduate,Salaried,3772,2576,,240,1.0,Urban,0.13061728395061728,Y
2711,58,Female,Married,Not Graduate,Self-Employed,2466,891,292.0,180,1.0,Urban,0.11496575342465754,Y
2712,52,Female,Single,Not Graduate,Salaried,2389,4184,313.0,360,0.0,Rural,0.21,N
2713,31,Male,Married,Not Graduate,Self-Employed,5363,6629,59.0,120,0.0,Rural,2.032542372881356,N
2714,45,Male,Single,Graduate,Salaried,7654,707,215.0,300,1.0,Rural,0.38888372093023255,Y
2715,53,Female,Married,Graduate,Salaried,4900,2397,,300,1.0,Semiurban,0.9355128205128205,Y
2716,58,Female,Single,Graduate,Salaried,9726,7251,320.0,300,1.0,Rural,0.53053125,Y
2717,61,Male,,Not Graduate,Salaried,6042,4482,136.0,360,0.0,Semiurban,0.7738235294117647,N
2718,28,Male,Single,Not Graduate,Salaried,5023,2134,72.0,360,1.0,Semiurban,0.9940277777777777,N
2719,31,Male,Single,Not Graduate,Salaried,3263,2354,259.0,240,1.0,Rural,0.21687258687258687,N
2720,42,Female,Married,Graduate,Salaried,4791,5969,95.0,240,1.0,Rural,1.1326315789473684,Y
2721,44,Female,Married,Not Graduate,Salaried,3988,5273,77.0,240,1.0,Urban,1.2027272727272726,Y
2722,61,Female,Married,Graduate,Self-Employed,12392,4535,75.0,300,,Urban,2.2569333333333335,Y
2723,37,Male,Married,Not Graduate,Salaried,3058,6883,315.0,360,1.0,Semiurban,0.3155873015873016,N
2724,32,Male,Single,Graduate,Salaried,6190,6407,224.0,300,1.0,Semiurban,0.5623660714285714,Y
2725,52,Female,Single,Graduate,Self-Employed,7621,976,53.0,240,1.0,Rural,1.6220754716981132,Y
2726,35,Female,Married,Not Graduate,Salaried,3776,734,360.0,360,1.0,Rural,0.12527777777777777,Y
2727,36,Male,Married,Graduate,Self-Employed,13698,2468,371.0,180,1.0,Urban,0.4357412398921833,Y
2728,42,Male,Married,Not Graduate,Salaried,5939,2540,116.0,120,1.0,Rural,0.730948275862069,Y
2729,48,Male,Married,Graduate,Self-Employed,2603,632,184.0,120,1.0,Semiurban,0.17581521739130435,Y
2730,40,Male,Married,Not Graduate,Self-Employed,9020,5088,104.0,240,1.0,Rural,1.3565384615384615,N
2731,53,Female,Single,Not Graduate,Salaried,11111,6554,80.0,300,0.0,Urban,2.208125,N
2732,30,Male,Single,Graduate,Self-Employed,6909,4268,,180,1.0,Semiurban,0.9086991869918699,Y
2733,60,Male,Single,Not Graduate,Salaried,11170,4099,68.0,360,0.0,Urban,2.2454411764705884,Y
2734,52,Male,Married,Graduate,Salaried,13606,2901,205.0,300,1.0,Urban,0.805219512195122,Y
2735,53,Female,Married,Not Graduate,Salaried,13434,1663,386.0,240,0.0,Semiurban,0.3911139896373057,N
2736,22,Female,Married,Not Graduate,Salaried,14939,7129,205.0,300,1.0,Urban,1.0764878048780488,N
2737,53,Male,Married,Not Graduate,Self-Employed,9369,2015,196.0,240,,Rural,0.5808163265306122,N
2738,53,Male,Single,Not Graduate,Salaried,4456,5591,136.0,120,1.0,Rural,0.73875,Y
2739,61,Male,Single,Graduate,Self-Employed,9210,3181,69.0,120,1.0,Urban,1.7957971014492753,Y
2740,33,Female,Married,Not Graduate,Self-Employed,7517,5156,318.0,300,1.0,Rural,0.39852201257861636,Y
2741,50,Female,Single,Not Graduate,Salaried,11074,4063,382.0,180,1.0,Urban,0.3962565445026178,N
2742,53,Female,Single,Graduate,Salaried,12266,2630,92.0,360,1.0,Rural,1.6191304347826088,Y
2743,33,Male,Married,Graduate,Salaried,4884,3872,444.0,240,1.0,Urban,0.19720720720720722,N
2744,46,Female,Married,Graduate,Salaried,11261,1054,481.0,360,0.0,Rural,0.256029106029106,N
2745,42,Male,Married,Graduate,Self-Employed,11586,380,,120,1.0,Semiurban,0.2670982142857143,Y
2746,59,Male,Married,Graduate,Salaried,11935,5387,450.0,180,1.0,Semiurban,0.38493333333333335,N
2747,22,Male,Married,Graduate,Self-Employed,11558,3082,487.0,180,1.0,Rural,0.3006160164271047,Y
2748,58,Female,Married,Not Graduate,Salaried,1528,2391,,360,1.0,Urban,0.1103943661971831,Y
2749,59,Male,Single,Graduate,Salaried,10397,7711,77.0,120,,Rural,2.351688311688312,Y
2750,46,Female,Single,Not Graduate,Salaried,10712,1592,309.0,360,1.0,Urban,0.39818770226537215,Y
2751,35,Female,Married,Graduate,Salaried,11755,4261,71.0,300,1.0,Rural,2.255774647887324,Y
2752,54,Male,,Not Graduate,Self-Employed,11138,2747,424.0,180,1.0,Rural,0.3274764150943396,Y
2753,62,Male,Married,Not Graduate,Self-Employed,9256,2389,150.0,180,1.0,Semiurban,0.7763333333333333,Y
2754,64,Female,Married,Not Graduate,Salaried,8448,3553,88.0,300,1.0,Urban,1.36375,N
2755,60,Male,Married,Graduate,Self-Employed,13356,5138,339.0,120,1.0,Urban,0.5455457227138643,N
2756,31,Female,Married,Graduate,Self-Employed,12679,5747,402.0,180,1.0,Urban,0.4583582089552239,Y
2757,23,Male,Single,Graduate,Salaried,7255,3027,349.0,240,1.0,Urban,0.2946131805157593,N
2758,26,Female,Married,Graduate,Salaried,5102,1207,219.0,240,0.0,Urban,0.2880821917808219,N
2759,29,Female,Single,Not Graduate,Self-Employed,6562,3853,345.0,120,0.0,Semiurban,0.3018840579710145,N
2760,26,Female,Married,Graduate,Self-Employed,13377,544,402.0,300,1.0,Rural,0.34629353233830845,Y
2761,29,,Married,Not Graduate,Self-Employed,9571,3081,445.0,360,1.0,Urban,0.28431460674157305,N
2762,59,Male,Married,Not Graduate,Self-Employed,8744,3663,179.0,120,1.0,Urban,0.6931284916201117,N
2763,51,Male,Single,Graduate,Salaried,7872,2239,205.0,360,0.0,Rural,0.49321951219512195,N
2764,52,Female,Married,Graduate,Salaried,8605,2367,123.0,120,1.0,Semiurban,0.8920325203252033,Y
2765,61,Female,Married,Graduate,Self-Employed,13060,3773,,240,0.0,Semiurban,0.43051150895140666,N
2766,32,Male,Married,Not Graduate,Salaried,5081,2627,139.0,300,1.0,Semiurban,0.5545323741007194,Y
2767,28,Male,Single,Graduate,Self-Employed,4262,6618,,240,1.0,Rural,0.9379310344827586,Y
2768,28,Male,Single,Not Graduate,Self-Employed,13729,3931,285.0,300,1.0,Rural,0.6196491228070176,N
2769,48,Male,Single,Graduate,Salaried,2072,6780,249.0,360,1.0,Semiurban,0.3555020080321285,N
2770,40,Male,Married,Not Graduate,Self-Employed,9205,2474,381.0,120,1.0,Semiurban,0.3065354330708661,Y
2771,27,Male,Single,Graduate,Self-Employed,13780,3130,276.0,180,1.0,Rural,0.6126811594202899,Y
2772,31,Female,Married,Graduate,Salaried,2114,3507,397.0,180,1.0,Semiurban,0.1415869017632242,N
2773,40,Male,Single,Not Graduate,Salaried,5550,96,282.0,300,1.0,Urban,0.2002127659574468,N
2774,36,Male,Single,Graduate,Self-Employed,1825,6639,315.0,300,0.0,Rural,0.2686984126984127,N
2775,24,Female,Married,Graduate,Self-Employed,5240,3858,135.0,240,1.0,Semiurban,0.6739259259259259,Y
2776,26,Male,Single,Graduate,Salaried,1858,2708,151.0,180,0.0,Urban,0.3023841059602649,N
2777,42,Male,Married,Graduate,Self-Employed,5277,5397,490.0,240,0.0,Rural,0.21783673469387754,N
2778,46,,Married,Graduate,Self-Employed,7406,3336,263.0,360,1.0,Rural,0.40844106463878327,Y
2779,23,Male,Single,Graduate,Salaried,12063,6152,157.0,180,1.0,Urban,1.1601910828025477,Y
2780,61,Male,Married,Graduate,Salaried,3221,456,214.0,360,1.0,Rural,0.17182242990654206,Y
2781,62,Female,Married,Not Graduate,Salaried,2849,5914,140.0,120,1.0,Semiurban,0.6259285714285714,Y
2782,34,Male,Single,Not Graduate,Salaried,5196,4368,241.0,240,0.0,Rural,0.39684647302904563,N
2783,31,Female,Single,Graduate,Salaried,5396,2987,384.0,300,1.0,Semiurban,0.21830729166666665,Y
2784,38,Female,Married,Graduate,Salaried,5760,4088,135.0,180,0.0,Urban,0.7294814814814815,N
2785,32,Male,Single,Graduate,Self-Employed,11288,3884,271.0,240,1.0,Urban,0.5598523985239853,N
2786,43,Female,Married,Not Graduate,Self-Employed,11319,1031,412.0,300,0.0,Rural,0.29975728155339804,N
2787,32,Male,Married,Not Graduate,Salaried,8441,207,473.0,120,1.0,Urban,0.18283298097251585,Y
2788,33,Female,Single,Graduate,Salaried,12194,1937,150.0,180,1.0,Urban,0.9420666666666667,Y
2789,45,Female,Single,Not Graduate,Self-Employed,14964,5756,275.0,360,0.0,Rural,0.7534545454545455,N
2790,39,Male,Single,Graduate,Self-Employed,5308,1146,413.0,120,1.0,Semiurban,0.15627118644067797,N
2791,56,Male,Single,Graduate,Self-Employed,6746,5152,109.0,300,0.0,Rural,1.091559633027523,N
2792,28,Male,Married,Graduate,Salaried,9884,5632,299.0,180,,Rural,0.5189297658862876,Y
2793,49,Male,Married,Graduate,Salaried,12366,4299,97.0,180,1.0,Semiurban,1.718041237113402,Y
2794,52,Male,Single,Not Graduate,Self-Employed,5345,6661,166.0,120,1.0,Semiurban,0.7232530120481928,N
2795,64,Female,Single,Not Graduate,Salaried,4077,5928,276.0,180,1.0,Semiurban,0.3625,N
2796,38,Female,Married,Graduate,Salaried,1591,2564,411.0,300,0.0,Rural,0.1010948905109489,N
2797,26,Female,Married,Not Graduate,Salaried,5734,442,452.0,120,1.0,Semiurban,0.1366371681415929,N
2798,38,Female,Married,Not Graduate,Self-Employed,10172,7759,82.0,360,1.0,Urban,2.1867073170731706,Y
2799,39,Female,,Graduate,Self-Employed,8092,7953,93.0,120,1.0,Semiurban,1.7252688172043011,Y
2800,42,Female,Single,Not Graduate,Salaried,12608,4784,214.0,120,1.0,Urban,0.8127102803738318,Y
2801,57,Female,Married,Graduate,Salaried,14127,6993,417.0,360,1.0,Semiurban,0.5064748201438849,Y
2802,52,Male,Married,Graduate,Salaried,9628,832,394.0,300,1.0,Urban,0.2654822335025381,N
2803,61,Male,Single,Graduate,Salaried,2575,6482,341.0,240,1.0,Urban,0.2656011730205279,N
2804,23,Female,Married,Graduate,Salaried,4013,1461,386.0,240,1.0,Urban,0.14181347150259066,Y
2805,48,Female,Married,Not Graduate,Self-Employed,9668,3516,393.0,360,1.0,Urban,0.33547073791348603,N
2806,30,Male,Single,Graduate,Salaried,8361,1159,454.0,300,1.0,Urban,0.20969162995594715,N
2807,55,Male,,Not Graduate,Salaried,10490,386,435.0,180,1.0,Semiurban,0.2500229885057471,N
2808,49,Male,Single,Graduate,Salaried,14262,2041,336.0,360,0.0,Rural,0.48520833333333335,N
2809,35,Male,Married,Graduate,Self-Employed,13641,7192,413.0,240,0.0,Rural,0.5044309927360775,N
2810,53,Female,Married,Not Graduate,Self-Employed,2104,2553,274.0,300,1.0,Rural,0.16996350364963503,N
2811,27,Male,Single,Graduate,Salaried,4479,5444,335.0,120,1.0,Rural,0.2962089552238806,Y
2812,32,Female,Single,Not Graduate,Self-Employed,8640,1718,253.0,300,1.0,Rural,0.4094071146245059,Y
2813,50,,Married,Not Graduate,Self-Employed,8565,4775,221.0,300,0.0,Urban,0.6036199095022624,N
2814,41,Female,Single,Graduate,Self-Employed,6416,4050,61.0,240,1.0,Semiurban,1.7157377049180327,Y
2815,51,Male,Single,Graduate,Self-Employed,8300,3409,356.0,240,1.0,Urban,0.32890449438202246,N
2816,44,Male,Single,Graduate,Self-Employed,2097,689,170.0,180,,Semiurban,0.16388235294117648,N
2817,40,Female,Married,Graduate,Self-Employed,11224,7028,482.0,180,0.0,Semiurban,0.37867219917012446,N
2818,57,Female,Married,Graduate,Salaried,8820,7262,,360,1.0,Semiurban,0.5488737201365188,Y
2819,24,Female,Married,Graduate,Self-Employed,10205,5664,201.0,120,1.0,Semiurban,0.7895024875621891,Y
2820,48,Male,,Not Graduate,Self-Employed,7122,6766,201.0,180,1.0,Rural,0.6909452736318408,N
2821,64,Female,Married,Not Graduate,Salaried,3377,1169,237.0,240,1.0,Semiurban,0.1918143459915612,Y
2822,40,Male,Married,Graduate,Salaried,13664,4988,444.0,300,1.0,Semiurban,0.4200900900900901,Y
2823,44,Female,Single,Not Graduate,Salaried,13535,952,62.0,360,1.0,Rural,2.3366129032258063,Y
2824,52,Female,Married,Not Graduate,Salaried,3199,5350,,180,1.0,Urban,0.6106428571428572,Y
2825,61,Female,Married,Graduate,Self-Employed,10721,4879,249.0,300,1.0,Urban,0.6265060240963856,N
2826,56,,Single,Graduate,Self-Employed,14287,6142,123.0,300,1.0,Urban,1.6608943089430894,Y
2827,54,Male,Married,Not Graduate,Self-Employed,7280,5967,305.0,180,1.0,Urban,0.434327868852459,Y
2828,56,Female,Married,Graduate,Self-Employed,2216,4590,497.0,120,1.0,Semiurban,0.1369416498993964,Y
2829,22,Male,,Not Graduate,Salaried,14929,7205,325.0,120,1.0,Rural,0.6810461538461539,Y
2830,35,Female,Single,Graduate,Self-Employed,5586,3496,377.0,360,1.0,Rural,0.24090185676392573,Y
2831,54,Male,Single,Not Graduate,Self-Employed,2165,7814,378.0,120,1.0,Urban,0.263994708994709,Y
2832,56,,Married,Not Graduate,Salaried,9346,3917,120.0,360,1.0,Rural,1.10525,Y
2833,26,Male,Single,Not Graduate,Self-Employed,8111,4842,127.0,240,1.0,Semiurban,1.0199212598425196,N
2834,59,Female,Married,Not Graduate,Self-Employed,11900,2484,333.0,180,,Urban,0.43195195195195196,N
2835,62,Male,Married,Graduate,Self-Employed,2579,1854,179.0,300,1.0,Semiurban,0.24765363128491621,Y
2836,32,Male,Married,Graduate,Self-Employed,9919,3439,426.0,360,1.0,Semiurban,0.3135680751173709,N
2837,23,Female,Married,Not Graduate,Salaried,9840,6488,92.0,120,1.0,Semiurban,1.7747826086956522,Y
2838,38,Female,Single,Not Graduate,Salaried,2569,3231,57.0,360,1.0,Semiurban,1.0175438596491229,Y
2839,60,Female,Single,Graduate,Salaried,6763,2597,62.0,360,1.0,Semiurban,1.5096774193548388,Y
2840,41,Female,,Graduate,Salaried,9451,7829,262.0,120,1.0,Urban,0.6595419847328244,Y
2841,35,Male,Single,Not Graduate,Salaried,14419,3983,160.0,120,1.0,Semiurban,1.150125,Y
2842,53,Male,Married,Not Graduate,Self-Employed,2863,6963,340.0,180,1.0,Urban,0.289,Y
2843,55,Male,Married,Not Graduate,Self-Employed,6008,6684,72.0,300,1.0,Rural,1.7627777777777778,Y
2844,46,Male,Married,Not Graduate,Salaried,3255,2191,,180,1.0,Semiurban,0.15515669515669517,Y
2845,28,Male,Single,Not Graduate,Salaried,2019,2635,303.0,180,1.0,Semiurban,0.1535973597359736,N
2846,56,Female,Married,Graduate,Salaried,6963,656,64.0,120,1.0,Rural,1.19046875,Y
2847,50,Male,Married,Not Graduate,Self-Employed,13236,3812,179.0,120,1.0,Urban,0.9524022346368715,Y
2848,43,Male,Single,Graduate,Salaried,12014,7743,,300,1.0,Semiurban,1.7960909090909092,Y
2849,62,Male,Single,Graduate,Self-Employed,8733,5978,164.0,360,1.0,Rural,0.8970121951219512,Y
2850,64,Female,,Graduate,Self-Employed,2602,6488,369.0,180,1.0,Rural,0.24634146341463414,N
2851,34,Female,Single,Not Graduate,Self-Employed,2097,3340,357.0,300,1.0,Semiurban,0.152296918767507,N
2852,34,Male,Married,Graduate,Self-Employed,4773,3911,,180,0.0,Urban,0.1851599147121535,N
2853,22,Female,Single,Graduate,Salaried,13741,6839,374.0,360,1.0,Urban,0.5502673796791444,Y
2854,57,Female,Married,Graduate,Self-Employed,7281,1796,116.0,180,1.0,Semiurban,0.7825,Y
2855,25,Female,Single,Graduate,Self-Employed,12297,4363,298.0,240,1.0,Rural,0.5590604026845638,Y
2856,58,Female,Single,Not Graduate,Salaried,7756,6312,224.0,300,1.0,Semiurban,0.6280357142857143,N
2857,61,Female,Single,Not Graduate,Self-Employed,8758,7938,388.0,120,1.0,Urban,0.43030927835051547,Y
2858,34,Female,Single,Graduate,Self-Employed,11880,1762,51.0,180,0.0,Rural,2.6749019607843136,N
2859,59,Female,Single,Graduate,Self-Employed,14517,6176,221.0,300,1.0,Semiurban,0.9363348416289593,Y
2860,45,Male,Single,Not Graduate,Salaried,10280,4472,,300,1.0,Rural,0.2968209255533199,Y
2861,40,,Married,Not Graduate,Self-Employed,8054,3285,383.0,180,,Urban,0.2960574412532637,N
2862,22,Female,Single,Not Graduate,Self-Employed,14164,1585,333.0,120,1.0,Urban,0.4729429429429429,N
2863,59,Male,Single,Graduate,Salaried,11099,5559,103.0,120,1.0,Urban,1.6172815533980582,Y
2864,26,Male,Single,Not Graduate,Salaried,9502,3563,116.0,180,,Semiurban,1.126293103448276,N
2865,37,Female,,Graduate,Self-Employed,6346,2440,469.0,300,0.0,Rural,0.18733475479744136,N
